Complaint ID,Dataset ID,Case type,Actual/Expected category,GenAI category,Python category,GenAI dept,Python dept,GenAI urgency,Python urgency,GenAI escalation,Python escalation,Policy reference,Match/Mismatch,Verification status,Explanation of disagreement
CMP-00210,DS-0210,vip_minor,Technical Support,not run (no provider credit),Technical Support,not run (no provider credit),Technical Support,not run (no provider credit),low,not run (no provider credit),false,TEC-SOP-02,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-020.
CMP-00211,DS-0211,simple,Billing,not run (no provider credit),Billing,not run (no provider credit),Billing,not run (no provider credit),medium,not run (no provider credit),false,BIL-POL-02,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-004.
CMP-00212,DS-0212,simple,Delivery,not run (no provider credit),Delivery,not run (no provider credit),Logistics,not run (no provider credit),medium,not run (no provider credit),false,DEL-POL-04,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-001.
CMP-00213,DS-0213,prompt_injection,Product Defect,not run (no provider credit),Product Defect,not run (no provider credit),Warranty,not run (no provider credit),high,not run (no provider credit),false,WAR-POL-03,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-006.
CMP-00214,DS-0214,simple,Cancellation,not run (no provider credit),Cancellation,not run (no provider credit),Billing,not run (no provider credit),medium,not run (no provider credit),false,CAN-POL-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-014.
CMP-00215,DS-0215,incomplete,Account,not run (no provider credit),Account,not run (no provider credit),Account Security,not run (no provider credit),high,not run (no provider credit),true,SEC-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-010, escalation rules ESC-SEC-01."
CMP-00216,DS-0216,calm_critical,Safety,not run (no provider credit),Safety,not run (no provider credit),Safety,not run (no provider credit),critical,not run (no provider credit),true,SAF-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-008, escalation rules ESC-SAF-01."
CMP-00217,DS-0217,multi_issue,Billing,not run (no provider credit),Billing,not run (no provider credit),Billing,not run (no provider credit),high,not run (no provider credit),false,BIL-POL-02,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-003.
CMP-00218,DS-0218,simple,Account,not run (no provider credit),Account,not run (no provider credit),Account Security,not run (no provider credit),medium,not run (no provider credit),false,SEC-POL-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-017.
CMP-00219,DS-0219,simple,Cancellation,not run (no provider credit),Cancellation,not run (no provider credit),Billing,not run (no provider credit),medium,not run (no provider credit),false,CAN-POL-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-014.
CMP-00220,DS-0220,low_priority,Refund,not run (no provider credit),Refund,not run (no provider credit),Returns,not run (no provider credit),low,not run (no provider credit),false,REF-POL-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-018.
CMP-00221,DS-0221,simple,Technical Support,not run (no provider credit),Technical Support,not run (no provider credit),Technical Support,not run (no provider credit),medium,not run (no provider credit),false,TEC-SOP-02,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-176.
CMP-00222,DS-0222,high_value,Refund,not run (no provider credit),Refund,not run (no provider credit),Returns,not run (no provider credit),high,not run (no provider credit),true,REF-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-005, escalation rules ESC-HIGH-01, ESC-HIGH-VALUE."
CMP-00223,DS-0223,prompt_injection,Billing,not run (no provider credit),Billing,not run (no provider credit),Billing,not run (no provider credit),high,not run (no provider credit),false,BIL-POL-02,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-003.
CMP-00224,DS-0224,ambiguous,Technical Support,not run (no provider credit),Technical Support,not run (no provider credit),Technical Support,not run (no provider credit),low,not run (no provider credit),false,TEC-SOP-02,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-020.
CMP-00225,DS-0225,unsupported_refund,Delivery,not run (no provider credit),Delivery,not run (no provider credit),Logistics,not run (no provider credit),medium,not run (no provider credit),false,DEL-POL-04,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-001.
CMP-00226,DS-0226,simple,Technical Support,not run (no provider credit),Technical Support,not run (no provider credit),Technical Support,not run (no provider credit),medium,not run (no provider credit),false,TEC-SOP-02,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-011.
CMP-00227,DS-0227,low_priority,Service Quality,not run (no provider credit),Service Quality,not run (no provider credit),Customer Relations,not run (no provider credit),low,not run (no provider credit),false,SLA-POL-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-015.
CMP-00228,DS-0228,contradictory_policy,Refund,not run (no provider credit),Refund,not run (no provider credit),Returns,not run (no provider credit),medium,not run (no provider credit),false,REF-POL-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-005.
CMP-00229,DS-0229,calm_critical,Safety,not run (no provider credit),Safety,not run (no provider credit),Safety,not run (no provider credit),critical,not run (no provider credit),true,SAF-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-008, escalation rules ESC-SAF-01."
CMP-00230,DS-0230,legal_threat,Billing,not run (no provider credit),Billing,not run (no provider credit),Billing,not run (no provider credit),high,not run (no provider credit),true,BIL-POL-02,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-003, escalation rules ESC-LEG-01."
CMP-00231,DS-0231,unsupported_refund,Refund,not run (no provider credit),Refund,not run (no provider credit),Returns,not run (no provider credit),medium,not run (no provider credit),false,REF-POL-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-122.
CMP-00232,DS-0232,safety,Safety,not run (no provider credit),Safety,not run (no provider credit),Safety,not run (no provider credit),critical,not run (no provider credit),true,SAF-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-008, escalation rules ESC-SAF-01, ESC-X-23."
CMP-00233,DS-0233,contradictory_policy,Billing,not run (no provider credit),Billing,not run (no provider credit),Billing,not run (no provider credit),high,not run (no provider credit),false,BIL-POL-02,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-003.
CMP-00234,DS-0234,contradictory_policy,Cancellation,not run (no provider credit),Cancellation,not run (no provider credit),Billing,not run (no provider credit),medium,not run (no provider credit),false,CAN-POL-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-014.
CMP-00235,DS-0235,near_duplicate,Delivery,not run (no provider credit),Delivery,not run (no provider credit),Logistics,not run (no provider credit),medium,not run (no provider credit),false,DEL-POL-04,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-001, repeat of CMP-00177."
CMP-00236,DS-0236,ambiguous,Product Defect,not run (no provider credit),Product Defect,not run (no provider credit),Warranty,not run (no provider credit),high,not run (no provider credit),false,WAR-POL-03,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-006.
CMP-00237,DS-0237,multi_issue,Service Quality,not run (no provider credit),Service Quality,not run (no provider credit),Customer Relations,not run (no provider credit),high,not run (no provider credit),true,CMP-POL-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-123.
CMP-00238,DS-0238,safety,Safety,not run (no provider credit),Safety,not run (no provider credit),Safety,not run (no provider credit),critical,not run (no provider credit),true,SAF-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-008, escalation rules ESC-SAF-01."
CMP-00239,DS-0239,simple,Delivery,not run (no provider credit),Delivery,not run (no provider credit),Logistics,not run (no provider credit),medium,not run (no provider credit),false,DEL-POL-04,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-001.
CMP-00240,DS-0240,incomplete,Delivery,not run (no provider credit),Delivery,not run (no provider credit),Logistics,not run (no provider credit),medium,not run (no provider credit),false,DEL-POL-04,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-001.
CMP-00241,DS-0241,low_priority,Product Defect,not run (no provider credit),Product Defect,not run (no provider credit),Warranty,not run (no provider credit),low,not run (no provider credit),false,WAR-POL-03,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-121.
CMP-00242,DS-0242,high_priority,Technical Support,not run (no provider credit),Technical Support,not run (no provider credit),Technical Support,not run (no provider credit),high,not run (no provider credit),true,TEC-SOP-02,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-011, escalation rules ESC-FAIL-01."
CMP-00243,DS-0243,simple,Delivery,not run (no provider credit),Delivery,not run (no provider credit),Logistics,not run (no provider credit),medium,not run (no provider credit),false,DEL-POL-04,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-001.
CMP-00244,DS-0244,simple,Billing,not run (no provider credit),Billing,not run (no provider credit),Billing,not run (no provider credit),medium,not run (no provider credit),false,BIL-POL-02,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-004.
CMP-00245,DS-0245,prompt_injection,Delivery,not run (no provider credit),Delivery,not run (no provider credit),Logistics,not run (no provider credit),medium,not run (no provider credit),false,DEL-POL-04,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-001.
CMP-00246,DS-0246,prompt_injection,Delivery,not run (no provider credit),Delivery,not run (no provider credit),Logistics,not run (no provider credit),medium,not run (no provider credit),false,DEL-POL-04,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-001.
CMP-00247,DS-0247,simple,Warranty,not run (no provider credit),Warranty,not run (no provider credit),Warranty,not run (no provider credit),medium,not run (no provider credit),false,WAR-POL-03,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-012.
CMP-00248,DS-0248,emotional,Product Defect,not run (no provider credit),Product Defect,not run (no provider credit),Warranty,not run (no provider credit),high,not run (no provider credit),false,WAR-POL-03,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-006.
CMP-00249,DS-0249,security,Account,not run (no provider credit),Account,not run (no provider credit),Account Security,not run (no provider credit),high,not run (no provider credit),true,SEC-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-170, escalation rules ESC-X-09."
CMP-00250,DS-0250,simple,Delivery,not run (no provider credit),Delivery,not run (no provider credit),Logistics,not run (no provider credit),high,not run (no provider credit),false,DEL-POL-04,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-002.
CMP-00251,DS-0251,simple,Billing,not run (no provider credit),Billing,not run (no provider credit),Billing,not run (no provider credit),medium,not run (no provider credit),false,BIL-POL-02,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-019.
CMP-00252,DS-0252,security,Account,not run (no provider credit),Account,not run (no provider credit),Account Security,not run (no provider credit),high,not run (no provider credit),true,SEC-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-010, escalation rules ESC-SEC-01."
CMP-00253,DS-0253,simple,Product Defect,not run (no provider credit),Product Defect,not run (no provider credit),Warranty,not run (no provider credit),high,not run (no provider credit),false,WAR-POL-03,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-155.
CMP-00254,DS-0254,multi_issue,Safety,not run (no provider credit),Safety,not run (no provider credit),Safety,not run (no provider credit),critical,not run (no provider credit),true,SAF-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-008, escalation rules ESC-SAF-01."
CMP-00255,DS-0255,multi_issue,Delivery,not run (no provider credit),Delivery,not run (no provider credit),Logistics,not run (no provider credit),high,not run (no provider credit),false,DEL-POL-04,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-002.
CMP-00256,DS-0256,policy_exception,Warranty,not run (no provider credit),Warranty,not run (no provider credit),Warranty,not run (no provider credit),medium,not run (no provider credit),true,WAR-POL-03,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-012, escalation rules ESC-POL-01."
CMP-00257,DS-0257,low_priority,Refund,not run (no provider credit),Refund,not run (no provider credit),Returns,not run (no provider credit),low,not run (no provider credit),false,REF-POL-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-018.
CMP-00258,DS-0258,simple,Product Defect,not run (no provider credit),Product Defect,not run (no provider credit),Warranty,not run (no provider credit),high,not run (no provider credit),false,WAR-POL-03,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-007.
CMP-00259,DS-0259,simple,Cancellation,not run (no provider credit),Cancellation,not run (no provider credit),Billing,not run (no provider credit),medium,not run (no provider credit),false,CAN-POL-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-014.
CMP-00260,DS-0260,high_priority,Delivery,not run (no provider credit),Delivery,not run (no provider credit),Logistics,not run (no provider credit),high,not run (no provider credit),true,DEL-POL-04,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-002, escalation rules ESC-CRIT-01."
CMP-00261,DS-0261,high_value,Billing,not run (no provider credit),Billing,not run (no provider credit),Billing,not run (no provider credit),high,not run (no provider credit),true,BIL-POL-02,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-004, escalation rules ESC-HIGH-VALUE."
CMP-00262,DS-0262,contradictory_policy,Delivery,not run (no provider credit),Delivery,not run (no provider credit),Logistics,not run (no provider credit),medium,not run (no provider credit),false,DEL-POL-04,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-001.
CMP-00263,DS-0263,emotional,Refund,not run (no provider credit),Refund,not run (no provider credit),Returns,not run (no provider credit),medium,not run (no provider credit),false,REF-POL-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-005.
CMP-00264,DS-0264,vip_minor,Product Defect,not run (no provider credit),Product Defect,not run (no provider credit),Warranty,not run (no provider credit),low,not run (no provider credit),false,WAR-POL-03,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-121.
CMP-00265,DS-0265,simple,Cancellation,not run (no provider credit),Cancellation,not run (no provider credit),Billing,not run (no provider credit),medium,not run (no provider credit),false,CAN-POL-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-014.
CMP-00266,DS-0266,simple,Billing,not run (no provider credit),Billing,not run (no provider credit),Billing,not run (no provider credit),medium,not run (no provider credit),false,REF-POL-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-141.
CMP-00267,DS-0267,simple,Billing,not run (no provider credit),Billing,not run (no provider credit),Billing,not run (no provider credit),low,not run (no provider credit),false,BIL-POL-02,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-137.
CMP-00268,DS-0268,simple,Product Defect,not run (no provider credit),Product Defect,not run (no provider credit),Warranty,not run (no provider credit),high,not run (no provider credit),false,WAR-POL-03,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-007.
CMP-00269,DS-0269,emotional,Staff Behavior,not run (no provider credit),Staff Behavior,not run (no provider credit),Customer Relations,not run (no provider credit),medium,not run (no provider credit),false,REL-SOP-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-013.
CMP-00270,DS-0270,simple,Refund,not run (no provider credit),Refund,not run (no provider credit),Returns,not run (no provider credit),low,not run (no provider credit),false,REF-POL-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-018.
CMP-00271,DS-0271,simple,Product Defect,not run (no provider credit),Product Defect,not run (no provider credit),Warranty,not run (no provider credit),high,not run (no provider credit),false,WAR-POL-03,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-155.
CMP-00272,DS-0272,prompt_injection,Warranty,not run (no provider credit),Warranty,not run (no provider credit),Warranty,not run (no provider credit),medium,not run (no provider credit),false,WAR-POL-03,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-012.
CMP-00273,DS-0273,near_duplicate,Technical Support,not run (no provider credit),Technical Support,not run (no provider credit),Technical Support,not run (no provider credit),low,not run (no provider credit),false,TEC-SOP-02,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-020, repeat of CMP-00195."
CMP-00274,DS-0274,simple,Billing,not run (no provider credit),Billing,not run (no provider credit),Billing,not run (no provider credit),medium,not run (no provider credit),false,BIL-POL-02,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-004.
CMP-00275,DS-0275,policy_exception,Warranty,not run (no provider credit),Warranty,not run (no provider credit),Warranty,not run (no provider credit),medium,not run (no provider credit),true,WAR-POL-03,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-012, escalation rules ESC-POL-01."
CMP-00276,DS-0276,repeated,Service Quality,not run (no provider credit),Service Quality,not run (no provider credit),Customer Relations,not run (no provider credit),high,not run (no provider credit),true,CMP-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-123, escalation rules ESC-REP-01, repeat of CMP-00149, CMP-00164."
CMP-00277,DS-0277,low_priority,Product Defect,not run (no provider credit),Product Defect,not run (no provider credit),Warranty,not run (no provider credit),low,not run (no provider credit),false,WAR-POL-03,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-121.
CMP-00278,DS-0278,calm_critical,Privacy,not run (no provider credit),Privacy,not run (no provider credit),Compliance,not run (no provider credit),high,not run (no provider credit),true,PRI-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-009, escalation rules ESC-PRI-02."
CMP-00279,DS-0279,safety,Safety,not run (no provider credit),Safety,not run (no provider credit),Safety,not run (no provider credit),critical,not run (no provider credit),true,SAF-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-008, escalation rules ESC-SAF-01, ESC-SAF-05."
CMP-00280,DS-0280,simple,Delivery,not run (no provider credit),Delivery,not run (no provider credit),Logistics,not run (no provider credit),high,not run (no provider credit),false,DEL-POL-04,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-016.
CMP-00281,DS-0281,high_priority,Technical Support,not run (no provider credit),Technical Support,not run (no provider credit),Technical Support,not run (no provider credit),high,not run (no provider credit),true,TEC-SOP-02,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-178, escalation rules ESC-FAIL-01."
CMP-00282,DS-0282,simple,Billing,not run (no provider credit),Billing,not run (no provider credit),Billing,not run (no provider credit),medium,not run (no provider credit),false,BIL-POL-02,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-019.
CMP-00283,DS-0283,calm_critical,Safety,not run (no provider credit),Safety,not run (no provider credit),Safety,not run (no provider credit),critical,not run (no provider credit),true,SAF-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-008, escalation rules ESC-SAF-01."
CMP-00284,DS-0284,emotional,Delivery,not run (no provider credit),Delivery,not run (no provider credit),Logistics,not run (no provider credit),medium,not run (no provider credit),false,DEL-POL-04,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-001.
CMP-00285,DS-0285,simple,Billing,not run (no provider credit),Billing,not run (no provider credit),Billing,not run (no provider credit),high,not run (no provider credit),false,BIL-POL-02,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-003.
CMP-00286,DS-0286,calm_critical,Safety,not run (no provider credit),Safety,not run (no provider credit),Safety,not run (no provider credit),critical,not run (no provider credit),true,SAF-POL-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-021.
CMP-00287,DS-0287,simple,Staff Behavior,not run (no provider credit),Staff Behavior,not run (no provider credit),Customer Relations,not run (no provider credit),medium,not run (no provider credit),false,REL-SOP-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-013.
CMP-00288,DS-0288,incomplete,Product Defect,not run (no provider credit),Product Defect,not run (no provider credit),Warranty,not run (no provider credit),high,not run (no provider credit),false,WAR-POL-03,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-006.
CMP-00289,DS-0289,security,Account,not run (no provider credit),Account,not run (no provider credit),Account Security,not run (no provider credit),high,not run (no provider credit),true,SEC-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-171, escalation rules ESC-SEC-01, ESC-SEC-02."
CMP-00290,DS-0290,simple,Delivery,not run (no provider credit),Delivery,not run (no provider credit),Logistics,not run (no provider credit),high,not run (no provider credit),false,DEL-POL-04,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-002.
CMP-00291,DS-0291,emotional,Refund,not run (no provider credit),Refund,not run (no provider credit),Returns,not run (no provider credit),medium,not run (no provider credit),false,REF-POL-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-005.
CMP-00292,DS-0292,simple,Billing,not run (no provider credit),Billing,not run (no provider credit),Billing,not run (no provider credit),medium,not run (no provider credit),false,BIL-POL-02,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-144.
CMP-00293,DS-0293,simple,Service Quality,not run (no provider credit),Service Quality,not run (no provider credit),Customer Relations,not run (no provider credit),low,not run (no provider credit),false,SLA-POL-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-015.
CMP-00294,DS-0294,near_duplicate,Warranty,not run (no provider credit),Warranty,not run (no provider credit),Warranty,not run (no provider credit),medium,not run (no provider credit),false,WAR-POL-03,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-012, repeat of CMP-00247."
CMP-00295,DS-0295,high_value,Billing,not run (no provider credit),Billing,not run (no provider credit),Billing,not run (no provider credit),high,not run (no provider credit),true,BIL-POL-02,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-003, escalation rules ESC-HIGH-01, ESC-HIGH-VALUE."
CMP-00296,DS-0296,near_duplicate,Product Defect,not run (no provider credit),Product Defect,not run (no provider credit),Warranty,not run (no provider credit),high,not run (no provider credit),false,WAR-POL-03,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-007, repeat of CMP-00107."
CMP-00297,DS-0297,simple,Billing,not run (no provider credit),Billing,not run (no provider credit),Billing,not run (no provider credit),medium,not run (no provider credit),false,BIL-POL-02,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-004.
CMP-00298,DS-0298,legal_threat,Staff Behavior,not run (no provider credit),Staff Behavior,not run (no provider credit),Customer Relations,not run (no provider credit),high,not run (no provider credit),true,REL-SOP-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-013, escalation rules ESC-LEG-01, ESC-X-11."
CMP-00299,DS-0299,calm_critical,Safety,not run (no provider credit),Safety,not run (no provider credit),Safety,not run (no provider credit),critical,not run (no provider credit),true,SAF-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-008, escalation rules ESC-SAF-01."
CMP-00300,DS-0300,calm_critical,Account,not run (no provider credit),Account,not run (no provider credit),Account Security,not run (no provider credit),high,not run (no provider credit),true,SEC-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-010, escalation rules ESC-SEC-01."
CMP-00301,DS-0301,multi_issue,Safety,not run (no provider credit),Safety,not run (no provider credit),Safety,not run (no provider credit),critical,not run (no provider credit),true,SAF-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-008, escalation rules ESC-SAF-01."
CMP-00302,DS-0302,security,Account,not run (no provider credit),Account,not run (no provider credit),Account Security,not run (no provider credit),high,not run (no provider credit),true,SEC-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-010, escalation rules ESC-SEC-01."
CMP-00303,DS-0303,security,Account,not run (no provider credit),Account,not run (no provider credit),Account Security,not run (no provider credit),medium,not run (no provider credit),false,SEC-POL-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-017.
CMP-00304,DS-0304,simple,Service Quality,not run (no provider credit),Service Quality,not run (no provider credit),Customer Relations,not run (no provider credit),low,not run (no provider credit),false,SLA-POL-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-015.
CMP-00305,DS-0305,simple,Billing,not run (no provider credit),Billing,not run (no provider credit),Billing,not run (no provider credit),high,not run (no provider credit),false,BIL-POL-02,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-003.
CMP-00306,DS-0306,low_value_privacy,Privacy,not run (no provider credit),Privacy,not run (no provider credit),Compliance,not run (no provider credit),high,not run (no provider credit),true,PRI-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-165, escalation rules ESC-PRI-02."
CMP-00307,DS-0307,simple,Warranty,not run (no provider credit),Warranty,not run (no provider credit),Warranty,not run (no provider credit),medium,not run (no provider credit),false,WAR-POL-03,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-012.
CMP-00308,DS-0308,incomplete,Safety,not run (no provider credit),Safety,not run (no provider credit),Safety,not run (no provider credit),critical,not run (no provider credit),true,SAF-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-008, escalation rules ESC-SAF-01."
CMP-00309,DS-0309,emotional,Refund,not run (no provider credit),Refund,not run (no provider credit),Returns,not run (no provider credit),medium,not run (no provider credit),false,REF-POL-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-005.
CMP-00310,DS-0310,simple,Staff Behavior,not run (no provider credit),Staff Behavior,not run (no provider credit),Customer Relations,not run (no provider credit),medium,not run (no provider credit),false,REL-SOP-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-013.
CMP-00311,DS-0311,low_priority,Technical Support,not run (no provider credit),Technical Support,not run (no provider credit),Technical Support,not run (no provider credit),low,not run (no provider credit),false,TEC-SOP-02,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-020.
CMP-00312,DS-0312,simple,Staff Behavior,not run (no provider credit),Staff Behavior,not run (no provider credit),Customer Relations,not run (no provider credit),medium,not run (no provider credit),false,REL-SOP-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-013.
CMP-00313,DS-0313,simple,Delivery,not run (no provider credit),Delivery,not run (no provider credit),Logistics,not run (no provider credit),high,not run (no provider credit),false,DEL-POL-04,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-002.
